season,episode,title,restaurant,location,air_date,latitude,longitude
7,5,Only At This Joint,Donnie Mac's Trailer Park Cuisine,"Boise, Idaho",2009-08-31,43.6166163,-116.200886
7,5,Only At This Joint,Whale's Rib,"Deerfield Beach, Florida",2009-08-31,26.318342,-80.0996306
7,6,You Picked ‘Em,Eischen's Bar & Grill,"Okarche, Oklahoma",2009-09-07,35.7258795,-97.9764411
7,6,You Picked ‘Em,Mom's Tamales,"Los Angeles, California",2009-09-07,34.0536909,-118.2427666
7,6,You Picked ‘Em,Kenny & Ziggy's,"Houston, Texas",2009-09-07,29.7589382,-95.3676974
7,7,You Can Say That Again,Tap Tap Haitian Restaurant,"Miami Beach, Florida",2009-10-05,25.7929198,-80.1353006
7,7,You Can Say That Again,Pok Pok,"Portland, Oregon",2009-10-05,45.5202471,-122.6741949
7,7,You Can Say That Again,Niko Niko's,"Houston, Texas",2009-10-05,29.7589382,-95.3676974
7,8,"Barbequed, Baked & Brined",Honky Tonk BBQ,"Chicago, Illinois",2009-10-12,41.8755616,-87.6244212
7,8,"Barbequed, Baked & Brined",Pizzalchik,"Boise, Idaho",2009-10-12,43.6166163,-116.200886
7,8,"Barbequed, Baked & Brined",Lucky's Café,"Cleveland, Ohio",2009-10-12,41.5051613,-81.6934446
7,9,Blast from the Past,Cattlemen's Steakhouse,"Oklahoma City, Oklahoma",2009-10-19,35.4729886,-97.5170536
7,9,Blast from the Past,Sam LaGrassa's,"Boston, Massachusetts",2009-10-19,42.3602534,-71.0582912
7,9,Blast from the Past,Nickel Diner,"Los Angeles, California",2009-10-19,34.0536909,-118.2427666
7,10,Dives Worth a Drive,Parkview Nightclub,"Cleveland, Ohio",2009-10-26,41.5051613,-81.6934446
7,10,Dives Worth a Drive,The Shanty,"Wadsworth, Illinois",2009-10-26,42.4286321,-87.9239651
7,10,Dives Worth a Drive,Grover's Bar & Grill,"East Amherst, New York",2009-10-26,43.0183913,-78.696697
7,11,Family Style,Louis Family Restaurant,"Providence, Rhode Island",2009-11-02,41.8239891,-71.4128343
7,11,Family Style,Café Pita+,"Houston, Texas",2009-11-02,29.7589382,-95.3676974
7,11,Family Style,Mambos Café,"Glendale, California",2009-11-02,34.1469416,-118.2478471
7,12,Diners Times Three,The Little Depot Diner,"Peabody, Massachusetts",2009-11-09,42.5278731,-70.9286609
7,12,Diners Times Three,Santa Cruz Diner,"Santa Cruz, California",2009-11-09,37.050096,-121.9905908
7,12,Diners Times Three,The Diner,"Norman, Oklahoma",2009-11-09,35.2225717,-97.4394816
7,13,Legacies,Lake Effect Diner,"Buffalo, New York",2009-11-16,42.8867166,-78.8783922
7,13,Legacies,Geraci's Restaurant,"Cleveland, Ohio",2009-11-16,41.5051613,-81.6934446
7,13,Legacies,Morin's Hometown Bar & Grill,"Attleboro, Massachusetts",2009-11-16,41.9438129,-71.2806515
8,1,"Burgers, Steaks & Chops",Mr. Bartley's Gourmet Burgers,"Cambridge, Massachusetts",2009-11-23,42.3750997,-71.1056157
8,1,"Burgers, Steaks & Chops",T-Bone Tom's Steakhouse,"Kemah, Texas",2009-11-23,29.5427297,-95.0204837
8,1,"Burgers, Steaks & Chops",Tee Off Bar & Grill,"San Francisco, California",2009-11-23,37.7790262,-122.4199061
8,2,"Pizza, Pork & Paprikash",Pizza Junction,"North Tonawanda, New York",2010-01-11,43.038668,-78.8642034
8,2,"Pizza, Pork & Paprikash",Sterle's Slovenian Country House,"Cleveland, Ohio",2010-01-11,41.5051613,-81.6934446
8,2,"Pizza, Pork & Paprikash",Q Restaurant,"San Francisco, California",2010-01-11,37.7790262,-122.4199061
8,3,"Stacked, Stuffed & Loaded",Bob's Taco Station,"Rosenberg, Texas",2010-01-18,29.5571825,-95.8085623
8,3,"Stacked, Stuffed & Loaded",Crazy Burger Café & Juice Bar,"Narragansett, Rhode Island",2010-01-18,41.4501021,-71.4495005
8,3,"Stacked, Stuffed & Loaded",The Oinkster,"Eagle Rock, California",2010-01-18,34.1366877,-118.2076796
8,4,Triple D Goes Tailgatin',Rudy's Can't Fail Cafe,"Emeryville, California",2010-01-25,37.8314089,-122.2865266
8,4,Triple D Goes Tailgatin',900 Grayson Restaurant,"Berkeley, California",2010-01-25,37.8708393,-122.2728639
8,4,Triple D Goes Tailgatin',Rick & Ann's Restaurant,"Berkeley, California",2010-01-25,37.8708393,-122.2728639
8,5,Home And Away,Taste of Peru,"Chicago, Illinois",2010-02-01,41.8755616,-87.6244212
8,5,Home And Away,Ingrid's Kitchen,"Oklahoma City, Oklahoma",2010-02-01,35.4729886,-97.5170536
8,5,Home And Away,Blackthorn Restaurant & Pub,"Buffalo, New York",2010-02-01,42.8867166,-78.8783922
8,6,By Request,South 21 Drive-In,"Charlotte, North Carolina",2010-02-08,35.2270869,-80.8431268
8,6,By Request,Red Lion Pub & Restaurant,"Houston, Texas",2010-02-08,29.7589382,-95.3676974
8,6,By Request,Melt Bar & Grilled,"Lakewood, Ohio",2010-02-08,41.4819932,-81.7981908
8,7,And The Kicker Is...,Pawley's Front Porch,"Columbia, South Carolina",2010-02-15,34.0007493,-81.0343313
8,7,And The Kicker Is...,Sophia Restaurant,"Buffalo, New York",2010-02-15,42.8867166,-78.8783922
8,7,And The Kicker Is...,Bette's Oceanview Diner,"Berkeley, California",2010-02-15,37.8708393,-122.2728639
8,8,Comfort Food Classics,The Liberty Elm Diner,"Providence, Rhode Island",2010-02-22,41.8239891,-71.4128343
8,8,Comfort Food Classics,Naglee Park Garage,"San Jose, California",2010-02-22,37.3361905,-121.8905833
8,8,Comfort Food Classics,Dish,"Charlotte, North Carolina",2010-02-22,35.2270869,-80.8431268
8,9,Twists And Traditions,Earl's Drive-In,"Chaffee, New York",2010-03-22,42.5681176,-78.4789091
8,9,Twists And Traditions,Aldo's Harbor Restaurant,"Santa Cruz, California",2010-03-22,37.050096,-121.9905908
8,9,Twists And Traditions,Momocho,"Cleveland, Ohio",2010-03-22,41.5051613,-81.6934446
8,10,Fresh And Funky,Dish Café & Catering,"Reno, Nevada",2010-03-29,39.5261206,-119.8126581
8,10,Fresh And Funky,Landmark Restaurant,"Charlotte, North Carolina",2010-03-29,35.2270869,-80.8431268
8,10,Fresh And Funky,Pier 23 Café,"San Francisco, California",2010-03-29,37.7790262,-122.4199061
8,11,Triple D Goes Hawaiian,Highway Inn & Ho'okipa Catering,"Waipahu, Hawaii",2010-04-05,21.3866667,-158.0091667
8,11,Triple D Goes Hawaiian,Hank's Haute Dogs,"Honolulu, Hawaii",2010-04-05,21.304547,-157.8556764
8,11,Triple D Goes Hawaiian,Nico's Pier 38,"Honolulu, Hawaii",2010-04-05,21.304547,-157.8556764
8,11,Triple D Goes Hawaiian,Germaine's Luau,"Kapolei, Hawaii",2010-04-05,21.3339504,-158.0771853
9,1,Surf ‘n Turf,North End Café,"Manhattan Beach, California",2010-04-27,33.8915985,-118.3951241
9,1,Surf ‘n Turf,Gold ‘N Silver Inn,"Reno, Nevada",2010-04-27,39.5261206,-119.8126581
9,1,Surf ‘n Turf,Singleton's Seafood Shack,"Atlantic Beach, Florida",2010-04-27,30.342165,-81.37037027731958
9,2,Homegrown & Homemade,The Farmer's Shed,"Lexington, South Carolina",2010-05-03,33.8986841,-81.275054
9,2,Homegrown & Homemade,Poke Stop at Mililana Mauka Llc.,"Mililani, Hawaii",2010-05-03,21.4508308,-158.0095783
9,2,Homegrown & Homemade,Mulberry Café,"Lackawanna, New York",2010-05-03,42.81909025,-78.833717479075
9,3,Globetrottin',Louis' Basque Corner,"Reno, Nevada",2010-05-10,39.5261206,-119.8126581
9,3,Globetrottin',13 Gypsies,"Jacksonville, Florida",2010-05-10,30.3321838,-81.655651
9,3,Globetrottin',Gloria's Café,"Los Angeles, California",2010-05-10,34.0536909,-118.2427666
9,4,Bringin' It Home,Café Citti,"Kenwood, California",2010-05-17,38.4138005,-122.5460935
9,4,Bringin' It Home,Cabo Fish Taco,"Charlotte, North Carolina",2010-05-17,35.2270869,-80.8431268
9,4,Bringin' It Home,Murphy's Bar & Grill,"Honolulu, Hawaii",2010-05-17,21.304547,-157.8556764
9,5,Porkapalooza,At Last Café,"Long Beach, California",2010-05-24,33.7690164,-118.1916048
9,5,Porkapalooza,Virgil's Café,"Bellevue, Kentucky",2010-05-24,39.1067078,-84.4826482
9,5,Porkapalooza,Martin's Bar-B-Que Joint,"Nolensville, Tennessee",2010-05-24,35.9522852,-86.6694413
9,6,"Grilled, Smoked & Sauced",Terry's Turf Club,"Cincinnati, Ohio",2010-05-31,39.1014537,-84.5124602
9,6,"Grilled, Smoked & Sauced",Schellville Grille,"Sonoma, California",2010-05-31,38.5110803,-122.8473388
9,6,"Grilled, Smoked & Sauced",Jake's Good Eats,"Charlotte, North Carolina",2010-05-31,35.2270869,-80.8431268
9,7,Comfort Food With Attitude,Jax At The Trax,"Truckee, California",2010-06-07,39.327962,-120.1832533
9,7,Comfort Food With Attitude,Culhane's Irish Pub,"Atlantic Beach, Florida",2010-06-07,30.342165,-81.37037027731958
9,7,Comfort Food With Attitude,Blue Ash Chili Restaurant,"Cincinnati, Ohio",2010-06-07,39.1014537,-84.5124602
9,8,Fast Food Their Way,Don Chow Tacos,"Los Angeles, California",2010-06-21,34.0536909,-118.2427666
9,8,Fast Food Their Way,Rainbow Drive-In,"Honolulu, Hawaii",2010-06-21,21.304547,-157.8556764
9,8,Fast Food Their Way,Northern Waters Smokehaus,"Duluth, Minnesota",2010-06-21,46.7729322,-92.1251218
9,9,Farm To Table,Blackwater Grill,"St. Simons Island, Georgia",2010-06-28,31.2182863,-81.3612077
9,9,Farm To Table,Comet Ping Pong,Washington D.C.,2010-06-28,38.8948932,-77.0365529
9,9,Farm To Table,Wallace Station,"Versailles, Kentucky",2010-06-28,38.052576,-84.7299464
9,10,Kansas City Barbeque Tour,Smokin' Guns BBQ,"North Kansas City, Missouri",2010-07-12,39.1432057,-94.5733988
9,10,Kansas City Barbeque Tour,RJ's Bob-Be-Que Shack,"Mission, Kansas",2010-07-12,39.0277832,-94.6557914
9,10,Kansas City Barbeque Tour,Johnny's Bar-B-Q,"Mission, Kansas",2010-07-12,39.0277832,-94.6557914
9,10,Kansas City Barbeque Tour,Woodyard Bar-B-Que,"Kansas City, Kansas",2010-07-12,39.1134562,-94.626497
9,11,Burgers ‘n More,Swagger Fine Spirits & Food,"Kansas City, Missouri",2010-07-19,39.100105,-94.5781416
9,11,Burgers ‘n More,Burger Me!,"Truckee, California",2010-07-19,39.327962,-120.1832533
9,11,Burgers ‘n More,Athens Family Restaurant,"Nashville, Tennessee",2010-07-19,36.1622296,-86.7743531
9,12,You Called It,Paul's Coffee Shop,"Fountain Valley, California",2010-07-26,33.7038145,-117.9627349
9,12,You Called It,Rick's White Light Diner,"Frankfort, Kentucky",2010-07-26,38.2009055,-84.8732836
9,12,You Called It,Gordy's Hi-Hat,"Cloquet, Minnesota",2010-07-26,46.7216102,-92.4593566
9,13,Old Time Attitude,Arnold's Country Kitchen,"Nashville, Tennessee",2010-08-09,36.1622296,-86.7743531
9,13,Old Time Attitude,Southern Soul Barbeque,"St. Simons Island, Georgia",2010-08-09,31.2182863,-81.3612077
9,13,Old Time Attitude,Maine Diner,"Wells, Maine",2010-08-09,43.322181,-70.580978
10,1,Family Joints,Kramarczuk's,"Minneapolis, Minnesota",2010-08-30,44.9772995,-93.2654692
10,1,Family Joints,Happy Gillis Café & Hangout,"Kansas City, Missouri",2010-08-30,39.100105,-94.5781416
10,1,Family Joints,Hillbilly Hot Dogs,"Lesage, West Virginia",2010-08-30,38.5064731,-82.2984823
10,2,Tried and True,Mama Cozza's,"Anaheim, California",2010-09-09,33.8347516,-117.911732
10,2,Tried and True,Tune In Restaurant,Washington D.C.,2010-09-09,38.8948932,-77.0365529
10,2,Tried and True,Bob's Clam Hut,"Kittery, Maine",2010-09-09,43.088448,-70.736847
10,3,Timeless,Greek Corner Restaurant,"Cambridge, Massachusetts",2010-09-13,42.3750997,-71.1056157
10,3,Timeless,Bro's Cajun Cuisine,"Nashville, Tennessee",2010-09-13,36.1622296,-86.7743531
10,3,Timeless,The General Store,"Silver Spring, Maryland",2010-09-13,38.9959461,-77.0276231
10,4,You Found ‘Em,Parkette Drive In,"Lexington, Kentucky",2010-09-20,38.0464066,-84.4970393
10,4,You Found ‘Em,Metro Diner,"Jacksonville, Florida",2010-09-20,30.3321838,-81.655651
10,4,You Found ‘Em,Al's Breakfast,"Minneapolis, Minnesota",2010-09-20,44.9772995,-93.2654692
10,5,"Wings, Dogs and Claws",The Lobster Shanty,"Salem, Massachusetts",2010-09-27,42.5195292,-70.8967226
10,5,"Wings, Dogs and Claws",The Brick,"Kansas City, Missouri",2010-09-27,39.100105,-94.5781416
10,5,"Wings, Dogs and Claws",Oohh's & Aahh's Gourmet Deli,Washington D.C.,2010-09-27,38.8948932,-77.0365529
10,6,Sauced and Spiced,J.J. McBrewster's,"Lexington, Kentucky",2010-10-04,38.0464066,-84.4970393
10,6,Sauced and Spiced,At Sara's Table Chester Creek Café,"Duluth, Minnesota",2010-10-04,46.7729322,-92.1251218
10,6,Sauced and Spiced,Café Rakka,"Hendersonville, Tennessee",2010-10-04,36.3049177,-86.621443
10,7,Made to Order,Rino's Place,"East Boston, Massachusetts",2010-10-25,42.3750973,-71.0392173
10,7,Made to Order,The Blue Door Pub,"St. Paul, Minnesota",2010-10-25,44.9504037,-93.1015026
10,7,Made to Order,Bay Way Diner,"Linden, New Jersey",2010-10-25,40.6220478,-74.2445902
10,8,"Fresh, Filled and Fried",Chaps Coffee Co.,"Spokane, Washington",2010-11-01,47.6579425,-117.4212265
10,8,"Fresh, Filled and Fried",Good Dog Bar & Restaurant,"Philadelphia, Pennsylvania",2010-11-01,39.9527237,-75.1635262
10,8,"Fresh, Filled and Fried",Porthole Restaurant,"Portland, Maine",2010-11-01,43.6610277,-70.2548596
10,9,Gone Global,LaCaraquena,"Falls Church, Virginia",2010-11-08,38.882334,-77.1710914
10,9,Gone Global,Savarino's Cucina,"Nashville, Tennessee",2010-11-08,36.1622296,-86.7743531
10,9,Gone Global,Brats Brothers,"Sherman Oaks, California",2010-11-08,34.1508718,-118.4489865
10,10,A Triple D Thanksgiving,George's Place,"Cape May, New Jersey",2010-11-15,39.1765386,-74.8012119
10,10,A Triple D Thanksgiving,Becky's Diner,"Portland, Maine",2010-11-15,43.6610277,-70.2548596
10,10,A Triple D Thanksgiving,Sammy's Food Service & Deli,"New Orleans, Louisiana",2010-11-15,29.9499323,-90.0701156
10,11,Sweet ‘n Savory,Meal Ticket,"Berkeley, California",2010-11-26,37.8708393,-122.2728639
10,11,Sweet ‘n Savory,Metro 29 Diner,"Arlington, Virginia",2010-11-26,38.8903961,-77.0841585
10,11,Sweet ‘n Savory,Duluth Grill,"Duluth, Minnesota",2010-11-26,46.7729322,-92.1251218
10,12,Wings ‘n Things,10th Avenue Burrito,"Belmar, New Jersey",2010-12-13,40.1784471,-74.0218037
10,12,Wings ‘n Things,Capone's Pub,"Coeur d'Alene, Idaho",2010-12-13,47.6742994,-116.7811531
10,12,Wings ‘n Things,Jamaicaway,"Nashville, Tennessee",2010-12-13,36.1622296,-86.7743531
10,13,Sandwiches Plus,Elk Public House,"Spokane, Washington",2010-12-18,47.6579425,-117.4212265
10,13,Sandwiches Plus,Colossal Café,"Minneapolis, Minnesota",2010-12-18,44.9772995,-93.2654692
10,13,Sandwiches Plus,Maui's Dog House,"Wildwood, New Jersey",2010-12-18,38.9917797,-74.8148894
11,1,From Pork to Tofu,Tortilla Café,Washington D.C.,2011-01-03,38.8948932,-77.0365529
11,1,From Pork to Tofu,Memphis Taproom,"Philadelphia, Pennsylvania",2011-01-03,39.9527237,-75.1635262
11,1,From Pork to Tofu,The Golden Bear,"Sacramento, California",2011-01-03,38.5815719,-121.4943996
11,2,"Po' Boys, Pasta & Pork",Mahoney's Po-Boy Shop,"New Orleans, Louisiana",2011-01-10,29.9499323,-90.0701156
11,2,"Po' Boys, Pasta & Pork",Hill's Restaurant & Lounge,"Spokane, Washington",2011-01-10,47.6579425,-117.4212265
11,2,"Po' Boys, Pasta & Pork",Q Fanatic BBQ,"Champlin, Minnesota",2011-01-10,45.1888539,-93.3974538
11,3,Funky Finds,Sage General Store,"Queens, New York",2011-01-17,40.7498243,-73.7976337
11,3,Funky Finds,Quahog's Seafood Shack,"Stone Harbor, New Jersey",2011-01-17,39.0509468,-74.7579418
11,3,Funky Finds,W.O.W. – Worth Our Weight,"Santa Rosa, California",2011-01-17,38.4404925,-122.7141049
11,4,Quirky Classics,Louie & The Red Head Lady,"Mandeville, Louisiana",2011-01-24,30.3582305,-90.0657477
11,4,Quirky Classics,Honey's Sit-N-Eat,"Philadelphia, Pennsylvania",2011-01-24,39.9527237,-75.1635262
11,4,Quirky Classics,Picabu Neighborhood Bistro,"Spokane, Washington",2011-01-24,47.6579425,-117.4212265
11,5,A Little Twisted,The Pit Stop,"Merrick, New York",2011-01-31,40.652246000000005,-73.55127940021693
11,5,A Little Twisted,Gatsby's Diner,"Sacramento, California",2011-01-31,38.5815719,-121.4943996
11,5,A Little Twisted,Anchor Bar,"Superior, Wisconsin",2011-01-31,46.7207737,-92.1040796
11,6,Signature Sandwiches,La Pines Café,"Slidell, Louisiana",2011-02-07,30.2751945,-89.7811745
11,6,Signature Sandwiches,Steuben's Food Service,"Denver, Colorado",2011-02-07,39.7392364,-104.9848623
11,6,Signature Sandwiches,3 Sisters Café,"Indianapolis, Indiana",2011-02-07,39.7683331,-86.1583502
11,7,Favorites With A Twist,Jimmy's Down the Street,"Coeur d'Alene, Idaho",2011-02-28,47.6742994,-116.7811531
11,7,Favorites With A Twist,Aunt Mary's Café,"Oakland, California",2011-02-28,37.8044557,-122.2713563
11,7,Favorites With A Twist,Corey's Catsup & Mustard,"Manchester, Connecticut",2011-02-28,41.78126995,-72.53062934076323
11,8,Soup & Sandwiches,Pineville Tavern,"Pineville, Pennsylvania",2011-03-07,40.2962183,-75.0057242
11,8,Soup & Sandwiches,Indy's Historic Steer-In Restaurant,"Indianapolis, Indiana",2011-03-07,39.7683331,-86.1583502
11,8,Soup & Sandwiches,Dad's Kitchen,"Sacramento, California",2011-03-07,38.5815719,-121.4943996
11,9,From Crepes to Kreplach,Ben's Best Deli,"Queens, New York",2011-03-14,40.7498243,-73.7976337
11,9,From Crepes to Kreplach,Foolish Craig's Café,"Boulder, Colorado",2011-03-14,40.0149856,-105.2705456
11,9,From Crepes to Kreplach,Waddell's Pub & Grille,"Spokane, Washington",2011-03-14,47.6579425,-117.4212265
11,10,Fully Loaded,Katie's Restaurant,"New Orleans, Louisiana",2011-03-21,29.9499323,-90.0701156
11,10,Fully Loaded,Jersey Café,"Carmel, Indiana",2011-03-21,39.9788017,-86.1189257
11,10,Fully Loaded,Merritt Canteen Inc.,"Bridgeport, Connecticut",2011-03-21,41.1670412,-73.2048348
11,11,From Mozz to Matzo Balls,Sunflower Café,"Sonoma, California",2011-03-28,38.5110803,-122.8473388
11,11,From Mozz to Matzo Balls,Hildebrandt's,"Williston Park, New York",2011-03-28,40.75649,-73.6448513
11,11,From Mozz to Matzo Balls,The Bagel Delicatessen & Restaurant,"Denver, Colorado",2011-03-28,39.7392364,-104.9848623
11,12,Signature Twists,The Barking Dog,"Indianapolis, Indiana",2011-04-04,39.7683331,-86.1583502
11,12,Signature Twists,Putah Creek Café,"Winters, California",2011-04-04,38.5249065,-121.9708017
11,12,Signature Twists,The Old Coffee Pot Restaurant,"New Orleans, Louisiana",2011-04-04,29.9499323,-90.0701156
11,13,Porktastic,Jimtown Store,"Healdsburg, California",2011-04-11,38.6298355,-122.85900211842106
11,13,Porktastic,Dough Pizzeria Napoletana,"San Antonio, Texas",2011-04-11,29.4246002,-98.4951405
11,13,Porktastic,Sam's No. 3,"Denver, Colorado",2011-04-11,39.7392364,-104.9848623
12,1,Bar Food and Bon Bons,The Sparrow Tavern,"Queens, New York",2011-05-09,40.7498243,-73.7976337
12,1,Bar Food and Bon Bons,Catelli's,"Geyserville, California",2011-05-09,38.707687,-122.9024964
12,1,Bar Food and Bon Bons,Zest,"Indianapolis, Indiana",2011-05-09,39.7683331,-86.1583502
12,2,From Kraut to Couscous,Lauer-Krauts,"Brighton, Colorado",2011-05-16,39.90699075,-104.83740644981583
12,2,From Kraut to Couscous,Moroccan Bites,"San Antonio, Texas",2011-05-16,29.4246002,-98.4951405
12,2,From Kraut to Couscous,California Tacos To Go,"Tampa, Florida",2011-05-16,27.9477595,-82.458444
12,3,You Can Only Get It Here,HRD Coffee Shop,"San Francisco, California",2011-05-23,37.7790262,-122.4199061
12,3,You Can Only Get It Here,The Tamale Place,"Indianapolis, Indiana",2011-05-23,39.7683331,-86.1583502
12,3,You Can Only Get It Here,Garifuna Flava,"Chicago, Illinois",2011-05-23,41.8755616,-87.6244212
12,4,Grillin' and Smokin',Bun ‘N Barrel,"San Antonio, Texas",2011-09-12,29.4246002,-98.4951405
12,4,Grillin' and Smokin',Tocabe American Indian Eatery,"Denver, Colorado",2011-09-12,39.7392364,-104.9848623
12,4,Grillin' and Smokin',Munch's Restaurant & Sundries,"St. Petersburg, Florida",2011-09-12,27.7703796,-82.6695085
12,5,Southern Flavor,Broken Record,"San Francisco, California",2011-09-19,37.7790262,-122.4199061
12,5,Southern Flavor,Bang!,"Denver, Colorado",2011-09-19,39.7392364,-104.9848623
12,5,Southern Flavor,Jose's Real Cuban Food,"Bradenton, Florida",2011-09-19,27.4989278,-82.5748194
12,6,Gettin' Fresh,The Sink,"Boulder, Colorado",2011-09-26,40.0149856,-105.2705456
12,6,Gettin' Fresh,Nana Organic,"Chicago, Illinois",2011-09-26,41.8755616,-87.6244212
12,6,Gettin' Fresh,Get Fresh Café,"Norfolk, Virginia",2011-09-26,36.8462923,-76.2929252
12,7,Homemade & Homebrewed,Tampa Bay Brewing Co.,"Tampa, Florida",2011-10-03,27.9477595,-82.458444
12,7,Homemade & Homebrewed,Zydeco's,"Mooresville, Indiana",2011-10-03,39.6128243,-86.37416
12,7,Homemade & Homebrewed,Chilam Balam,"Chicago, Illinois",2011-10-03,41.8755616,-87.6244212
12,8,Latin Street Food,Irazu,"Chicago, Illinois",2011-10-10,41.8755616,-87.6244212
12,8,Latin Street Food,Beto's Comida Latina,"San Antonio, Texas",2011-10-10,29.4246002,-98.4951405
12,8,Latin Street Food,Tortilleria Nixtamal,"Queens, New York",2011-10-10,40.7498243,-73.7976337
12,9,Slammin' Sammies,Taco Taco Mexican Restaurant,"San Antonio, Texas",2011-10-17,29.4246002,-98.4951405
12,9,Slammin' Sammies,Whitner's Barbeque,"Virginia Beach, Virginia",2011-10-17,36.8529841,-75.9774183
12,9,Slammin' Sammies,DMK Burger Bar,"Chicago, Illinois",2011-10-17,41.8755616,-87.6244212
12,10,Global Comfort,Rigoletto Italian Bakery & Café,"Virginia Beach, Virginia",2011-10-24,36.8529841,-75.9774183
12,10,Global Comfort,Chuck's Southern Comforts Café,"Burbank, Illinois",2011-10-24,41.741406,-87.7686078
12,10,Global Comfort,El Bohio,"San Antonio, Texas",2011-10-24,29.4246002,-98.4951405
12,11,"Breakfast, Lunch & Dinner",Magnolia Pancake Haus,"San Antonio, Texas",2011-10-31,29.4246002,-98.4951405
12,11,"Breakfast, Lunch & Dinner",Taco Bus,"Tampa, Florida",2011-10-31,27.9477595,-82.458444
12,11,"Breakfast, Lunch & Dinner",Beach Pub,"Virginia Beach, Virginia",2011-10-31,36.8529841,-75.9774183
12,12,"Pizza, Pancakes & Pork",Supino Pizzeria,"Detroit, Michigan",2011-11-07,42.3315509,-83.0466403
12,12,"Pizza, Pancakes & Pork",Big & Littles,"Chicago, Illinois",2011-11-07,41.8755616,-87.6244212
12,12,"Pizza, Pancakes & Pork",Citrus Breakfast & Lunch,"Virginia Beach, Virginia",2011-11-07,36.8529841,-75.9774183
12,13,Old to New,Polish Village Café,"Hamtramck, Michigan",2011-11-21,42.3928151,-83.0496438
12,13,Old to New,Leaping Lizards Café,"Virginia Beach, Virginia",2011-11-21,36.8529841,-75.9774183
12,13,Old to New,Jethros Fine Grub,"Vancouver, British Columbia",2011-11-21,49.2608724,-123.1139529
13,1,Seafood & Sammies,Fresh Local Wild,"Vancouver, British Columbia",2011-11-28,49.2608724,-123.1139529
13,1,Seafood & Sammies,Traffic Jam & Snug,"Detroit, Michigan",2011-11-28,42.3315509,-83.0466403
13,1,Seafood & Sammies,Panozzo's Italian Market,"Chicago, Illinois",2011-11-28,41.8755616,-87.6244212
13,2,Coast to Coast Classics,Tomahawk Restaurant,"North Vancouver, British Columbia",2011-12-05,49.3207133,-123.0737831
13,2,Coast to Coast Classics,Danny's All American Diner,"Tampa, Florida",2011-12-05,27.9477595,-82.458444
13,3,Kid Rock's Detroit Tour,Clarkston Union Bar & Kitchen,"Clarkston, Michigan",2011-12-12,42.735863,-83.4188304
13,3,Kid Rock's Detroit Tour,Union Woodshop,"Clarkston, Michigan",2011-12-12,42.735863,-83.4188304
13,3,Kid Rock's Detroit Tour,Michigan Brewing Co.,"Webberville, Michigan",2011-12-12,42.6668257,-84.174432
13,4,Southern Staples,Red Wagon Café,"Vancouver, British Columbia",2011-12-19,49.2608724,-123.1139529
13,4,Southern Staples,Perfectly Franks,"Summerville, South Carolina",2011-12-19,33.0206179,-80.1747537
13,4,Southern Staples,Mama's Food Shop,"Manhattan, New York",2011-12-19,40.7896239,-73.9598939
13,5,Scratch Made Classics,Lito's Mexican Restaurant,"Santa Barbara, California",2011-12-26,34.4221319,-119.7026673
13,5,Scratch Made Classics,Save On Meats,"Vancouver, British Columbia",2011-12-26,49.2608724,-123.1139529
13,5,Scratch Made Classics,The Redhead,"Manhattan, New York",2011-12-26,40.7896239,-73.9598939
13,6,Meat Madness,Rincon Criollo,"Queens, New York",2012-01-16,40.7498243,-73.7976337
13,6,Meat Madness,Tattooed Moose,"Charleston, South Carolina",2012-01-16,32.7876012,-79.9402728
13,6,Meat Madness,Falconetti's,"Vancouver, British Columbia",2012-01-16,49.2608724,-123.1139529
13,7,Global Traditions,John's of 12th Street,"Manhattan, New York",2012-01-23,40.7896239,-73.9598939
13,7,Global Traditions,Mac's Fish & Chip Shop,"Santa Barbara, California",2012-01-23,34.4221319,-119.7026673
13,8,Multitaskers,The Early Bird Diner,"Charleston, South Carolina",2012-01-30,32.7876012,-79.9402728
13,8,Multitaskers,Boulevard Diner,"Dundalk, Maryland",2012-01-30,39.2574114,-76.5236745
13,8,Multitaskers,The Kitchen,"Oxnard, California",2012-01-30,34.1976308,-119.1803818
13,9,Family Matters,Sidecar,"Brooklyn, New York",2012-02-06,40.6501038,-73.9495823
13,9,Family Matters,Peaceful Restaurant,"Vancouver, British Columbia",2012-02-06,49.2608724,-123.1139529
13,9,Family Matters,Flip Flops Grill & Chill,"Virginia Beach, Virginia",2012-02-06,36.8529841,-75.9774183
13,10,"Old Faves, New Craves",Norton's Pastrami & Deli,"Santa Barbara, California",2012-02-13,34.4221319,-119.7026673
13,10,"Old Faves, New Craves",Meat & Bread,"Vancouver, British Columbia",2012-02-13,49.2608724,-123.1139529
13,10,"Old Faves, New Craves",Fuel Cantina,"Charleston, South Carolina",2012-02-13,32.7876012,-79.9402728
13,11,Long Standing Legacies,Defonte's Sandwich Shop,"Brooklyn, New York",2012-02-20,40.6501038,-73.9495823
13,11,Long Standing Legacies,The Glass Onion,"Charleston, South Carolina",2012-02-20,32.7876012,-79.9402728
13,11,Long Standing Legacies,Galway Bay Irish Pub,"Annapolis, Maryland",2012-02-20,38.9786401,-76.492786
13,12,Time Tested Treasures,R&R Taqueria,"Elkridge, Maryland",2012-02-27,39.2128338,-76.7137155
